"issue_key","issuetype","sprint_name","created","reporter","assignee","summary","description","storypoints","Tinprogress_proportion","Tassignee_proportion","Tsprint_proportion","isValid_inprogress","isValid_sprint","isValid_assignee","T1","T2","T3","T4","T5","T_sp_first","T_sp_second","T_sprint","T_sprint_plus_1hr","T_assignee","T_assignee_plus_1hr","T_inprogress","T_inprogress_plus_1hr","sp_estimator","T_infochange_start","T_sp","T_sp_year","T_sp_last","T_sp_after_sprint","last_summary","last_description","firststorypoints","sp_change","sp_sprint","sp_change_count","sp_diff_percent","count_comment_before","count_summ_before","info_change"
"XD-1315","Story","","2014-02-12T10:28:59.000+0000","grenfro","","Create a FileSink as a POJO","This is so that we can have an ENUM that can show the possible values and autocomplete.  Using just the XML the user has a greater chance to enter an invalid mode.   ",5.0,-1.0,0.700154693915094,-1.0,False,False,True,1392200939000.0,-1.0,-1.0,1392797994000.0,1392798894000.0,1392200939000.0,-1.0,-1.0,-1.0,1392619600000.0,1392623200000.0,-1.0,-1.0,"grenfro",-1.0,-1.0,0,1392200939000.0,-1.0,"Create POJO based FileSink module metadata","This is so that we can have an ENUM that can show the possible values and autocomplete.  Using just the XML the user has a greater chance to enter an invalid mode.   ",-1.0,False,-1.0,0,-1.0,0,0,True
"XD-1314","Story","Sprint 22","2014-02-12T09:05:27.000+0000","thomas.risberg","thomas.risberg","Create XD .zip distribution for YARN","Create XD .zip distribution for YARN that adds an additional sub-project to the spring-xd repo for building the xd-YARN.zip

Link into main build file

Produce a new artifact spring-xd-v-xyz-yarn.zip as part of the nightly CI process -- will now have 2 artifacts, main xd.zip distribution and xd-yarn.zip

Does not include any Hadoop distribution libraries

Does include spring-hadoop jars for Apache22 ‘unflavored’
",3.0,0.0028696784976895,0.0028082292793235,0.0002642316389735,True,True,True,1392195927000.0,1392196394000.0,1392199994000.0,1392357763000.0,1392358663000.0,1392195927000.0,-1.0,1392195970000.0,1392199570000.0,1392196384000.0,1392199984000.0,1392196394000.0,1392199994000.0,"thomas.risberg",1392199570000.0,1392195927000.0,44,1392195927000.0,-1.0,"Create XD .zip distribution for YARN","Create XD .zip distribution for YARN that adds an additional sub-project to the spring-xd repo for building the xd-YARN.zip

Link into main build file

Produce a new artifact spring-xd-v-xyz-yarn.zip as part of the nightly CI process -- will now have 2 artifacts, main xd.zip distribution and xd-yarn.zip

Does not include any Hadoop distribution libraries

Does include spring-hadoop jars for Apache22 ‘unflavored’
",3.0,False,3.0,0,0.0,-1,0,False
"XD-1312","Story","","2014-02-12T08:01:19.000+0000","eric.bottard","","Job execution restart fails with NPE","Create a job, launch it but make it fail (eg filejdbc with missing file)

job execution list => it's there, as FAILED. Good

job execution restart <theid> ==> Fails with NPE:

{noformat}
16:59:42,160 ERROR http-nio-9393-exec-7 rest.RestControllerAdvice:191 - Caught exception while handling a request
java.lang.NullPointerException
	at org.springframework.batch.core.job.AbstractJob.execute(AbstractJob.java:351)
	at org.springframework.batch.core.launch.support.SimpleJobLauncher$1.run(SimpleJobLauncher.java:135)
	at org.springframework.core.task.SyncTaskExecutor.execute(SyncTaskExecutor.java:50)
	at org.springframework.batch.core.launch.support.SimpleJobLauncher.run(SimpleJobLauncher.java:128)
	at sun.reflect.GeneratedMethodAccessor157.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection(AopUtils.java:317)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.invokeJoinpoint(ReflectiveMethodInvocation.java:190)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:157)
	at org.springframework.batch.core.configuration.annotation.SimpleBatchConfiguration$PassthruAdvice.invoke(SimpleBatchConfiguration.java:117)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:179)
	at org.springframework.aop.framework.JdkDynamicAopProxy.invoke(JdkDynamicAopProxy.java:207)
	at com.sun.proxy.$Proxy39.run(Unknown Source)
	at org.springframework.batch.admin.service.SimpleJobService.restart(SimpleJobService.java:179)
	at org.springframework.xd.dirt.plugins.job.DistributedJobService.restart(DistributedJobService.java:77)
	at org.springframework.xd.dirt.rest.BatchJobExecutionsController.restartJobExecution(BatchJobExecutionsController.java:146)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at org.springfram
{noformat}",5.0,-1.0,0.0012185830629556,-1.0,False,False,True,1392192079000.0,-1.0,-1.0,1395841320000.0,1395842220000.0,1392192079000.0,-1.0,-1.0,-1.0,1392196527000.0,1392200127000.0,-1.0,-1.0,"eric.bottard",-1.0,-1.0,0,1392192079000.0,-1.0,"Job execution restart fails with NPE","Create a job, launch it but make it fail (eg filejdbc with missing file)

job execution list => it's there, as FAILED. Good

job execution restart <theid> ==> Fails with NPE:

{noformat}
16:59:42,160 ERROR http-nio-9393-exec-7 rest.RestControllerAdvice:191 - Caught exception while handling a request
java.lang.NullPointerException
	at org.springframework.batch.core.job.AbstractJob.execute(AbstractJob.java:351)
	at org.springframework.batch.core.launch.support.SimpleJobLauncher$1.run(SimpleJobLauncher.java:135)
	at org.springframework.core.task.SyncTaskExecutor.execute(SyncTaskExecutor.java:50)
	at org.springframework.batch.core.launch.support.SimpleJobLauncher.run(SimpleJobLauncher.java:128)
	at sun.reflect.GeneratedMethodAccessor157.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection(AopUtils.java:317)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.invokeJoinpoint(ReflectiveMethodInvocation.java:190)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:157)
	at org.springframework.batch.core.configuration.annotation.SimpleBatchConfiguration$PassthruAdvice.invoke(SimpleBatchConfiguration.java:117)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:179)
	at org.springframework.aop.framework.JdkDynamicAopProxy.invoke(JdkDynamicAopProxy.java:207)
	at com.sun.proxy.$Proxy39.run(Unknown Source)
	at org.springframework.batch.admin.service.SimpleJobService.restart(SimpleJobService.java:179)
	at org.springframework.xd.dirt.plugins.job.DistributedJobService.restart(DistributedJobService.java:77)
	at org.springframework.xd.dirt.rest.BatchJobExecutionsController.restartJobExecution(BatchJobExecutionsController.java:146)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at org.springfram
{noformat}",-1.0,False,-1.0,0,-1.0,0,0,False
"XD-1311","Story","Sprint 30","2014-02-12T07:58:43.000+0000","eric.bottard","iperumal","Job execution list should mention jobs that have been deleted","Create a job, execute it a couple of times, destroy it and then invoke job execution list.

The job name column should mention that a job is defunct (even though a job with the same name could have been re-created in the interim)",3.0,0.9385572446529812,0.9153756096492746,0.9623962119694424,True,True,True,1392191923000.0,1402306654000.0,1402310254000.0,1402967916000.0,1402968816000.0,1392191923000.0,-1.0,1402563564000.0,1402567164000.0,1402056828000.0,1402060428000.0,1402306654000.0,1402310254000.0,"eric.bottard",1402567164000.0,1392191923000.0,44,1392191923000.0,-1.0,"Job execution list should mention jobs that have been deleted","Create a job, execute it a couple of times, destroy it and then invoke job execution list.

The job name column should mention that a job is defunct (even though a job with the same name could have been re-created in the interim)",3.0,False,3.0,0,0.0,0,0,False
"XD-1310","Story","Sprint 28","2014-02-12T07:56:20.000+0000","eric.bottard","iperumal","Misleading error message when trying to restart a job exec","Disregard the missing date that is caused by another problem.
Here is the setup:
{noformat}
xd:>job execution list
  Id  Job Name  Start Time                        Step Execution Count  Status
  --  --------  --------------------------------  --------------------  ---------
  13  foo         Europe/Paris                    0                     STARTING
  12  foo       2014-02-12 15:39:46 Europe/Paris  1                     FAILED
  11  foo       2014-02-12 15:39:29 Europe/Paris  1                     COMPLETED
  10  foo       2014-02-12 15:38:36 Europe/Paris  1                     COMPLETED
  9   foo       2014-02-12 15:38:21 Europe/Paris  1                     COMPLETED
  8   foo         Europe/Paris                    0                     STARTING
  7   foo       2014-02-12 15:25:41 Europe/Paris  1                     COMPLETED
  6   foo       2014-02-12 15:25:04 Europe/Paris  1                     FAILED
  5   foo       2014-02-12 15:14:32 Europe/Paris  1                     FAILED
  4   foo       2014-02-12 15:14:13 Europe/Paris  1                     FAILED
  3   foo       2014-02-12 15:13:54 Europe/Paris  1                     FAILED
  2   foo       2014-02-12 15:13:18 Europe/Paris  1                     FAILED
  1   foo       2014-02-12 15:12:58 Europe/Paris  1                     FAILED
  0   foo       2014-02-12 15:11:44 Europe/Paris  1                     FAILED

xd:>job execution restart --id 12
Command failed org.springframework.xd.rest.client.impl.SpringXDException: Job Execution 12 is already running.
{noformat}

while the server exception is a bit better:
{noformat}
Caused by: org.springframework.batch.core.repository.JobExecutionAlreadyRunningException: A job execution for this job is already running: JobInstance: id=11, version=0, Job=[foo]
	at org.springframework.batch.core.repository.support.SimpleJobRepository.createJobExecution(SimpleJobRepository.java:120)
{noformat}

I'd argue we should not speak in terms of execution ids if possible, but rather in terms of job names
",1.0,0.9621877843892,0.9621877843892,0.9630108410094664,True,True,True,1392191780000.0,1400841522000.0,1400845122000.0,1401180541000.0,1401181441000.0,1392191780000.0,-1.0,1400848921000.0,1400852521000.0,1400841522000.0,1400845122000.0,1400841522000.0,1400845122000.0,"eric.bottard",1400852521000.0,1400848749000.0,44,1400848749000.0,-1.0,"Misleading error message when trying to restart a job exec","Disregard the missing date that is caused by another problem.
Here is the setup:
{noformat}
xd:>job execution list
  Id  Job Name  Start Time                        Step Execution Count  Status
  --  --------  --------------------------------  --------------------  ---------
  13  foo         Europe/Paris                    0                     STARTING
  12  foo       2014-02-12 15:39:46 Europe/Paris  1                     FAILED
  11  foo       2014-02-12 15:39:29 Europe/Paris  1                     COMPLETED
  10  foo       2014-02-12 15:38:36 Europe/Paris  1                     COMPLETED
  9   foo       2014-02-12 15:38:21 Europe/Paris  1                     COMPLETED
  8   foo         Europe/Paris                    0                     STARTING
  7   foo       2014-02-12 15:25:41 Europe/Paris  1                     COMPLETED
  6   foo       2014-02-12 15:25:04 Europe/Paris  1                     FAILED
  5   foo       2014-02-12 15:14:32 Europe/Paris  1                     FAILED
  4   foo       2014-02-12 15:14:13 Europe/Paris  1                     FAILED
  3   foo       2014-02-12 15:13:54 Europe/Paris  1                     FAILED
  2   foo       2014-02-12 15:13:18 Europe/Paris  1                     FAILED
  1   foo       2014-02-12 15:12:58 Europe/Paris  1                     FAILED
  0   foo       2014-02-12 15:11:44 Europe/Paris  1                     FAILED

xd:>job execution restart --id 12
Command failed org.springframework.xd.rest.client.impl.SpringXDException: Job Execution 12 is already running.
{noformat}

while the server exception is a bit better:
{noformat}
Caused by: org.springframework.batch.core.repository.JobExecutionAlreadyRunningException: A job execution for this job is already running: JobInstance: id=11, version=0, Job=[foo]
	at org.springframework.batch.core.repository.support.SimpleJobRepository.createJobExecution(SimpleJobRepository.java:120)
{noformat}

I'd argue we should not speak in terms of execution ids if possible, but rather in terms of job names
",1.0,False,1.0,0,0.0,0,0,False
"XD-1309","Story","Sprint 22","2014-02-12T06:08:55.000+0000","eric.bottard","eric.bottard","JSR303 validation of options interferes with dsl completion","When using a JSR303 annotated class for module options, the binding failures should be bypassed, as they interfere with completion proposals.
",5.0,0.0777930495102718,0.0,0.0777843809024791,True,True,True,1392185335000.0,1392266102000.0,1392269702000.0,1393222664000.0,1393223564000.0,1392185335000.0,-1.0,1392266093000.0,1392269693000.0,1392185335000.0,1392188935000.0,1392266102000.0,1392269702000.0,"eric.bottard",1392269693000.0,1392185335000.0,44,1392185335000.0,-1.0,"JSR303 validation of options interferes with dsl completion","When using a JSR303 annotated class for module options, the binding failures should be bypassed, as they interfere with completion proposals.
",5.0,False,5.0,0,0.0,0,0,False
"XD-1308","Story","Sprint 27","2014-02-12T04:28:59.000+0000","eric.bottard","mark.fisher","Weird behavior of the transform module","When trying some of the examples of XD-159, came up with weird behavior of the transform module.

This boils down to:
{noformat}
stream create foo --definition ""http |transform --expression='new java.lang.Integer(payload)' |  transform --expression=payload.getClass() | log""
http post --data 42   ==> Integer (OK)
http post --data WTH => WTH (!)
{noformat}

Seems that when the expression can not be evaluated, the incoming payload is transmitted as is",4.0,0.9996349747917536,0.908905151395848,0.9988913330111234,True,True,True,1392179339000.0,1398872323000.0,1398874767000.0,1398873867000.0,1398874767000.0,1392179339000.0,-1.0,1398867344000.0,1398870944000.0,1398264848000.0,1398268448000.0,1398872323000.0,1398874767000.0,"eric.bottard",1398870944000.0,1392179339000.0,44,1392179339000.0,-1.0,"Weird behavior of the transform module","When trying some of the examples of XD-159, came up with weird behavior of the transform module.

This boils down to:
{noformat}
stream create foo --definition ""http |transform --expression='new java.lang.Integer(payload)' |  transform --expression=payload.getClass() | log""
http post --data 42   ==> Integer (OK)
http post --data WTH => WTH (!)
{noformat}

Seems that when the expression can not be evaluated, the incoming payload is transmitted as is",4.0,False,4.0,0,0.0,0,0,False
"XD-1306","Story","Sprint 31","2014-02-12T02:59:26.000+0000","eric.bottard","dturanski","Move ftp support from .x package to spring-xd-dirt batch package","Commit https://github.com/spring-projects/spring-xd/commit/761cd5e8250c055878caf3a789ab5b3254ba48e8 introduced support for FTP and added a bunch of .x classes.

These should not belong to DIRT proper though, and should be added to an extension style project. The job(s) module would then depend on them",1.0,0.9438172914537084,0.9368278797053372,0.944843413439774,True,True,True,1392173966000.0,1404205746000.0,1404209346000.0,1404921063000.0,1404921963000.0,1392173966000.0,-1.0,1404218827000.0,1404222427000.0,1404116645000.0,1404120245000.0,1404205746000.0,1404209346000.0,"eric.bottard",1404222427000.0,1402059182000.0,44,1402059182000.0,-1.0,"Move ftp support from .x package to spring-xd-dirt batch package","Commit https://github.com/spring-projects/spring-xd/commit/761cd5e8250c055878caf3a789ab5b3254ba48e8 introduced support for FTP and added a bunch of .x classes.

These should not belong to DIRT proper though, and should be added to an extension style project. The job(s) module would then depend on them",1.0,False,1.0,0,0.0,0,1,False
"XD-1305","Story","Sprint 22","2014-02-11T13:16:25.000+0000","grenfro","grenfro","File Sink should support Replace as an option","currently the file sink only supports append.  User should support an overwrite feature.",5.0,0.0002131832523236,0.0002131832523236,0.992154856314488,True,True,True,1392124585000.0,1392124600000.0,1392128200000.0,1392194047000.0,1392194947000.0,1392124585000.0,-1.0,1392194395000.0,1392194947000.0,1392124600000.0,1392128200000.0,1392124600000.0,1392128200000.0,"grenfro",1392194947000.0,1392124585000.0,44,1392124585000.0,-1.0,"File Sink should support Replace as an option","currently the file sink only supports append.  User should support an overwrite feature.",5.0,False,5.0,0,0.0,0,1,False
"XD-1304","Story","Sprint 22","2014-02-11T11:53:21.000+0000","mark.pollack","","Create shell command for getting information on a given job instance","",3.0,0.6791733959363536,0.3256258914547987,0.0993073708396463,True,True,True,1392119601000.0,1392609103000.0,1392612703000.0,1392839433000.0,1392840333000.0,1392119601000.0,-1.0,1392191175000.0,1392194775000.0,1392354290000.0,1392357890000.0,1392609103000.0,1392612703000.0,"mark.pollack",1392194775000.0,1392119601000.0,44,1392119601000.0,-1.0,"Create shell command for getting information on a given job instance","",3.0,False,3.0,0,0.0,0,0,False
"XD-1303","Story","Sprint 22","2014-02-11T11:52:33.000+0000","mark.pollack","iperumal","Create REST API for getting information on a given job instance","",3.0,0.0321819262284791,0.0321317073579015,0.2997313290424098,True,True,True,1392119553000.0,1392127243000.0,1392130843000.0,1392357607000.0,1392358507000.0,1392119553000.0,-1.0,1392191175000.0,1392194775000.0,1392127231000.0,1392130831000.0,1392127243000.0,1392130843000.0,"mark.pollack",1392194775000.0,1392119553000.0,44,1392119553000.0,-1.0,"Create REST API for getting information on a given job instance","",3.0,False,3.0,0,0.0,0,0,False
"XD-1302","Story","Sprint 23","2014-02-11T11:32:15.000+0000","mark.pollack","jvalkeal","Add documentation for using FTP->HDFS partitioned jobs","",5.0,-1.0,0.0,0.7716976221607548,False,True,True,1392118335000.0,-1.0,-1.0,1394680308000.0,1394681208000.0,1392118335000.0,-1.0,1394096098000.0,1394099698000.0,1392118335000.0,1392121935000.0,-1.0,-1.0,"mark.pollack",1394099698000.0,1392118335000.0,44,1392118335000.0,-1.0,"Add documentation for using FTP->HDFS partitioned jobs","",5.0,False,5.0,0,0.0,0,0,False
"XD-1301","Bug","","2014-02-11T08:54:05.000+0000","grenfro","","MBeans are not destroyed if stream is created and destroyed with no delay","Problem: The container that the stream was deployed to, will not allow new streams to be deployed.  Once the error occurs, the only solution is to terminate the XD Container and restart it.

To reproduce create a stream foo and destroy the stream, then create the stream  foo again.  This best done programmatically, taking the same steps using the ""shell"" may not reproduce the problem.  i.e. if you put a Sleep of 1-2 seconds between the destroy and the next create, it works fine

",5.0,-1.0,0.9906757045810656,-1.0,False,False,True,1392108845000.0,-1.0,-1.0,1398316457000.0,1398317357000.0,1392108845000.0,-1.0,-1.0,-1.0,1398259467000.0,1398263067000.0,-1.0,-1.0,"grenfro",-1.0,-1.0,0,1392108845000.0,-1.0,"MBeans are not destroyed if stream is created and destroyed with no delay","Problem: The container that the stream was deployed to, will not allow new streams to be deployed.  Once the error occurs, the only solution is to terminate the XD Container and restart it.

To reproduce create a stream foo and destroy the stream, then create the stream  foo again.  This best done programmatically, taking the same steps using the ""shell"" may not reproduce the problem.  i.e. if you put a Sleep of 1-2 seconds between the destroy and the next create, it works fine

",-1.0,False,-1.0,0,-1.0,0,0,False
"XD-1300","Story","Sprint 22","2014-02-10T19:01:06.000+0000","iperumal","luke","Handling boolean type module option properties defaults in option metadata","There are few boolean type module option properties whose default values are specified in the module definitions than their corresponding ModuleOptionsMetaData. 

Also, when using boolean we need to have module option using primitive type boolean than Boolean type.

Currently, these are some of the module options that require this change:

""initializeDatabase"" in modules filejdbc, hdfsjdbc job modules, aggregator processor module, jdbc sink module

""restartable"" in all the job modules

""deleteFiles"" in filejdbc, filepollhdfs job modules






",3.0,0.0283941212458227,0.0165724338843727,0.0736810356927422,True,True,True,1392058866000.0,1392111868000.0,1392115468000.0,1393924620000.0,1393925520000.0,1392058866000.0,-1.0,1392196403000.0,1392200003000.0,1392089801000.0,1392093401000.0,1392111868000.0,1392115468000.0,"iperumal",1392200003000.0,1392058866000.0,44,1392058866000.0,-1.0,"Handling boolean type module option properties defaults in option metadata","There are few boolean type module option properties whose default values are specified in the module definitions than their corresponding ModuleOptionsMetaData. 

Also, when using boolean we need to have module option using primitive type boolean than Boolean type.

Currently, these are some of the module options that require this change:

""initializeDatabase"" in modules filejdbc, hdfsjdbc job modules, aggregator processor module, jdbc sink module

""restartable"" in all the job modules

""deleteFiles"" in filejdbc, filepollhdfs job modules






",3.0,False,3.0,0,0.0,-1,0,False
"XD-1299","Story","Sprint 31","2014-02-10T12:26:26.000+0000","iperumal","eric.bottard","Move --deleteFiles out of ResourcesIntoJdbcJobModuleOptionsMetadata","Currently, the fileDeletion listeners are added to filepollhdfs and filejdbc OOTB job modules so that the files are deleted after successful completion of jobs that write the file into hdfs/jdbc.

We have ""--deleteFiles"" option in ResourcesIntoJdbcJobModuleOptionsMetadata (from https://github.com/spring-projects/spring-xd/pull/562)  which makes it available for hdfsjdbc job module as well. But it is not supported yet as it involves deletion of HDFS files.

We need the file deletion listeners for the hdfsjdbc and hdfsmongodb job modules so that if opted to delete files, it can be supported.

",3.0,-1.0,0.9513081464829888,0.9955797375903302,False,True,True,1392035186000.0,-1.0,-1.0,1404272021000.0,1404272921000.0,1392035186000.0,-1.0,1404218827000.0,1404222427000.0,1403677043000.0,1403680643000.0,-1.0,-1.0,"iperumal",1404222427000.0,1392035186000.0,44,1392035186000.0,-1.0,"Move --deleteFiles out of ResourcesIntoJdbcJobModuleOptionsMetadata","Currently, the fileDeletion listeners are added to filepollhdfs and filejdbc OOTB job modules so that the files are deleted after successful completion of jobs that write the file into hdfs/jdbc.

We have ""--deleteFiles"" option in ResourcesIntoJdbcJobModuleOptionsMetadata (from https://github.com/spring-projects/spring-xd/pull/562)  which makes it available for hdfsjdbc job module as well. But it is not supported yet as it involves deletion of HDFS files.

We need the file deletion listeners for the hdfsjdbc and hdfsmongodb job modules so that if opted to delete files, it can be supported.

",3.0,False,3.0,0,0.0,0,2,False
"XD-1298","Bug","","2014-02-10T08:08:57.000+0000","eric.bottard","","Commands that prompt the user are now broken","Most likely due to https://github.com/spring-projects/spring-shell/commit/296e4d2ff0e6e91d91209ab8717335357c587de0

When the user submits with ENTER, the shell appears to hang",5.0,-1.0,0.999516363050137,-1.0,False,False,True,1392019737000.0,-1.0,-1.0,1392087070000.0,1392087970000.0,1392019737000.0,-1.0,-1.0,-1.0,1392087937000.0,1392087970000.0,-1.0,-1.0,"eric.bottard",-1.0,-1.0,0,1392019737000.0,-1.0,"Commands that prompt the user are now broken","Most likely due to https://github.com/spring-projects/spring-shell/commit/296e4d2ff0e6e91d91209ab8717335357c587de0

When the user submits with ENTER, the shell appears to hang",-1.0,False,-1.0,0,-1.0,-1,0,False
"XD-1296","Story","Sprint 22","2014-02-10T01:10:41.000+0000","iperumal","luke","Few integration tests fail if JMX is enabled","If JMX is enabled, some of the integration tests fail.

This is similar to what we see in XD-1295.

One example of this case is, the test classes that extend StreamTestSupport.

In StreamTestSupport, the @BeforeClass has this line:

moduleDeployer = containerContext.getBean(ModuleDeployer.class);

When JMX is enable, the IntegrationMBeanExporter creates JdkDynamicProxy for the ModuleDeployer (since it is of type MessageHandler) and thereby the above line to get bean by the implementing class type (ModuleDeployer) fails.

There are few other places where we use to refer the implementing classes on getBean().
Looks like we need to fix those as well.

",2.0,0.188048918799247,0.186556393080108,0.1880012739810094,True,True,True,1391994641000.0,1392357755000.0,1392361355000.0,1393924696000.0,1393925596000.0,1391994641000.0,-1.0,1392357663000.0,1392361263000.0,1392354873000.0,1392358473000.0,1392357755000.0,1392361355000.0,"iperumal",1392361263000.0,1391994641000.0,44,1391994641000.0,-1.0,"Few integration tests fail if JMX is enabled","If JMX is enabled, some of the integration tests fail.

This is similar to what we see in XD-1295.

One example of this case is, the test classes that extend StreamTestSupport.

In StreamTestSupport, the @BeforeClass has this line:

moduleDeployer = containerContext.getBean(ModuleDeployer.class);

When JMX is enable, the IntegrationMBeanExporter creates JdkDynamicProxy for the ModuleDeployer (since it is of type MessageHandler) and thereby the above line to get bean by the implementing class type (ModuleDeployer) fails.

There are few other places where we use to refer the implementing classes on getBean().
Looks like we need to fix those as well.

",2.0,False,2.0,0,0.0,0,0,False
