"issue_key","commentId","created","author_username","issue_reporter","issue_created"
"USERGRID-457",14371262,"2015-03-20T13:17:15.570+0000","githubbot","rockerston","2015-03-06T00:56:50.000+0000"
"USERGRID-457",14371332,"2015-03-20T14:19:37.545+0000","hudson","rockerston","2015-03-06T00:56:50.000+0000"
"USERGRID-457",14376202,"2015-03-23T17:04:22.061+0000","hudson","rockerston","2015-03-06T00:56:50.000+0000"
"USERGRID-457",14383355,"2015-03-27T05:26:01.916+0000","githubbot","rockerston","2015-03-06T00:56:50.000+0000"
"USERGRID-457",14627135,"2015-07-14T22:14:21.159+0000","jeffreyawest","rockerston","2015-03-06T00:56:50.000+0000"
"USERGRID-457",14637546,"2015-07-22T20:16:52.918+0000","githubbot","rockerston","2015-03-06T00:56:50.000+0000"
"USERGRID-457",14637547,"2015-07-22T20:16:53.180+0000","githubbot","rockerston","2015-03-06T00:56:50.000+0000"
"USERGRID-331",14290195,"2015-01-23T23:20:02.972+0000","githubbot","greyes","2015-01-09T23:30:44.000+0000"
"USERGRID-331",14337131,"2015-02-25T20:36:55.235+0000","githubbot","greyes","2015-01-09T23:30:44.000+0000"
"USERGRID-331",14338828,"2015-02-26T18:12:30.305+0000","djohnson","greyes","2015-01-09T23:30:44.000+0000"
"USERGRID-331",14338829,"2015-02-26T18:12:45.919+0000","djohnson","greyes","2015-01-09T23:30:44.000+0000"
"USERGRID-1354",16754740,"2019-01-29T08:44:51.867+0000","keyurkarnik","keyurkarnik","2019-01-29T08:36:23.000+0000"
"USERGRID-494",14390742,"2015-04-01T15:00:20.948+0000","tnine","tnine","2015-03-18T23:25:53.000+0000"
"USERGRID-494",14390818,"2015-04-01T15:34:33.948+0000","tnine","tnine","2015-03-18T23:25:53.000+0000"
"USERGRID-537",14391846,"2015-04-02T00:23:46.220+0000","greyes","greyes","2015-04-02T00:19:51.000+0000"
"USERGRID-245",14180154,"2014-10-22T16:48:54.847+0000","sungju","sungju","2014-10-22T16:06:36.000+0000"
"USERGRID-245",14180827,"2014-10-23T00:45:17.244+0000","githubbot","sungju","2014-10-22T16:06:36.000+0000"
"USERGRID-245",14208853,"2014-11-12T23:04:14.187+0000","githubbot","sungju","2014-10-22T16:06:36.000+0000"
"USERGRID-279",14262951,"2015-01-02T15:33:49.500+0000","malaka","tnine","2014-12-12T22:36:26.000+0000"
"USERGRID-279",14262989,"2015-01-02T16:30:40.940+0000","rockerston","tnine","2014-12-12T22:36:26.000+0000"
"USERGRID-279",14288546,"2015-01-23T01:24:43.580+0000","githubbot","tnine","2014-12-12T22:36:26.000+0000"
"USERGRID-279",14337094,"2015-02-25T20:11:09.754+0000","githubbot","tnine","2014-12-12T22:36:26.000+0000"
"USERGRID-709",14579429,"2015-06-09T19:16:47.865+0000","rbridges","rbridges","2015-06-03T19:57:06.000+0000"
"USERGRID-906",14696254,"2015-08-14T00:52:45.191+0000","mrusso","mrusso","2015-08-05T20:06:12.000+0000"
"USERGRID-907",14693886,"2015-08-12T17:25:20.899+0000","tnine","tnine","2015-08-11T17:03:13.000+0000"
"USERGRID-913",14705834,"2015-08-20T21:55:09.176+0000","tnine","jeffreyawest","2015-08-17T20:19:23.000+0000"
"USERGRID-720",14577475,"2015-06-08T17:02:33.662+0000","jeffreyawest","jeffreyawest","2015-06-03T20:34:33.000+0000"
"USERGRID-720",14596962,"2015-06-23T01:11:04.631+0000","mrusso","jeffreyawest","2015-06-03T20:34:33.000+0000"
"USERGRID-293",14267911,"2015-01-07T17:27:13.374+0000","lewismc","rockerston","2014-12-15T17:11:09.000+0000"
"USERGRID-293",14288166,"2015-01-22T20:26:19.579+0000","djohnson","rockerston","2014-12-15T17:11:09.000+0000"
"USERGRID-293",14301497,"2015-02-02T17:35:21.002+0000","djohnson","rockerston","2014-12-15T17:11:09.000+0000"
"USERGRID-278",14270093,"2015-01-08T21:51:02.958+0000","greyes","safeldm","2014-12-12T22:35:21.000+0000"
"USERGRID-278",14271551,"2015-01-09T17:13:28.239+0000","githubbot","safeldm","2014-12-12T22:35:21.000+0000"
"USERGRID-278",14292090,"2015-01-26T17:04:08.303+0000","greyes","safeldm","2014-12-12T22:35:21.000+0000"
"USERGRID-250",14218678,"2014-11-19T23:06:56.627+0000","tnine","tnine","2014-11-19T16:07:30.000+0000"
"USERGRID-250",14221640,"2014-11-22T00:27:23.595+0000","tnine","tnine","2014-11-19T16:07:30.000+0000"
"USERGRID-536",14393536,"2015-04-02T21:58:24.933+0000","tnine","tnine","2015-04-01T17:40:01.000+0000"
"USERGRID-536",14393586,"2015-04-02T22:21:11.713+0000","safeldm","tnine","2015-04-01T17:40:01.000+0000"
"USERGRID-536",14484164,"2015-04-07T21:56:06.057+0000","githubbot","tnine","2015-04-01T17:40:01.000+0000"
"USERGRID-536",14484297,"2015-04-07T23:09:04.135+0000","tnine","tnine","2015-04-01T17:40:01.000+0000"
"USERGRID-536",14485949,"2015-04-08T20:28:11.683+0000","tnine","tnine","2015-04-01T17:40:01.000+0000"
"USERGRID-536",14487688,"2015-04-09T17:17:54.316+0000","tnine","tnine","2015-04-01T17:40:01.000+0000"
"USERGRID-536",14492734,"2015-04-13T17:50:23.689+0000","githubbot","tnine","2015-04-01T17:40:01.000+0000"
"USERGRID-536",14492900,"2015-04-13T19:18:20.460+0000","githubbot","tnine","2015-04-01T17:40:01.000+0000"
"USERGRID-536",14495019,"2015-04-14T22:17:54.444+0000","tnine","tnine","2015-04-01T17:40:01.000+0000"
"USERGRID-536",14505907,"2015-04-21T22:15:08.492+0000","tnine","tnine","2015-04-01T17:40:01.000+0000"
"USERGRID-1341",15934789,"2017-03-21T15:51:05.830+0000","mrusso","mrusso","2017-03-21T15:36:29.000+0000"
"USERGRID-330",14280874,"2015-01-16T21:47:45.832+0000","rbridges","greyes","2015-01-09T23:16:38.000+0000"
"USERGRID-330",14338833,"2015-02-26T18:15:22.314+0000","djohnson","greyes","2015-01-09T23:16:38.000+0000"
"USERGRID-330",14338834,"2015-02-26T18:15:49.256+0000","djohnson","greyes","2015-01-09T23:16:38.000+0000"
"USERGRID-324",14272001,"2015-01-09T22:43:39.564+0000","tnine","tnine","2015-01-09T22:42:15.000+0000"
"USERGRID-442",14343558,"2015-03-02T18:45:03.463+0000","jeffreyawest","jeffreyawest","2015-03-02T18:43:56.000+0000"
"USERGRID-442",14345745,"2015-03-03T21:17:01.338+0000","safeldm","jeffreyawest","2015-03-02T18:43:56.000+0000"
"USERGRID-442",14345749,"2015-03-03T21:17:35.758+0000","safeldm","jeffreyawest","2015-03-02T18:43:56.000+0000"
"USERGRID-442",14358825,"2015-03-12T15:33:47.717+0000","tnine","jeffreyawest","2015-03-02T18:43:56.000+0000"
"USERGRID-442",15129169,"2016-02-02T22:19:03.311+0000","jeffreyawest","jeffreyawest","2015-03-02T18:43:56.000+0000"
"USERGRID-1180",15053055,"2015-12-11T17:29:11.190+0000","githubbot","djohnson","2015-12-11T17:27:30.000+0000"
"USERGRID-1180",15062952,"2015-12-17T22:14:36.625+0000","githubbot","djohnson","2015-12-11T17:27:30.000+0000"
"USERGRID-1180",15137452,"2016-02-08T18:44:57.350+0000","djohnson","djohnson","2015-12-11T17:27:30.000+0000"
"USERGRID-97",13975173,"2014-04-20T16:13:49.087+0000","pahan","rockerston","2014-03-13T11:28:00.000+0000"
"USERGRID-697",14567361,"2015-06-01T14:34:34.027+0000","safeldm","safeldm","2015-06-01T14:33:56.000+0000"
"USERGRID-697",14567481,"2015-06-01T16:01:53.398+0000","greyes","safeldm","2015-06-01T14:33:56.000+0000"
"USERGRID-683",15125428,"2016-01-31T17:56:49.902+0000","mrusso","jeffreyawest","2015-05-28T17:14:47.000+0000"
"USERGRID-683",15125435,"2016-01-31T18:03:54.880+0000","mrusso","jeffreyawest","2015-05-28T17:14:47.000+0000"
"USERGRID-83",13903293,"2014-02-17T14:58:35.461+0000","zznate","zznate","2014-02-17T14:56:58.000+0000"
"USERGRID-83",13903380,"2014-02-17T17:11:42.984+0000","edanuff","zznate","2014-02-17T14:56:58.000+0000"
"USERGRID-83",13905353,"2014-02-19T12:23:01.787+0000","sungju","zznate","2014-02-17T14:56:58.000+0000"
"USERGRID-132",13976195,"2014-04-21T23:39:00.251+0000","safeldm","safeldm","2014-04-21T23:38:14.000+0000"
"USERGRID-654",15080494,"2016-01-03T18:26:51.613+0000","fatihsokmen","djohnson","2015-05-13T00:22:32.000+0000"
"USERGRID-654",15129421,"2016-02-03T00:15:34.715+0000","mrusso","djohnson","2015-05-13T00:22:32.000+0000"
"USERGRID-640",14550658,"2015-05-19T15:54:07.528+0000","githubbot","jeffreyawest","2015-05-07T16:53:16.000+0000"
"USERGRID-640",14580762,"2015-06-10T16:34:04.362+0000","githubbot","jeffreyawest","2015-05-07T16:53:16.000+0000"
"USERGRID-126",13968293,"2014-04-14T12:19:35.347+0000","safeldm","im1202","2014-04-13T01:39:14.000+0000"
"USERGRID-126",13968294,"2014-04-14T12:24:29.739+0000","safeldm","im1202","2014-04-13T01:39:14.000+0000"
"USERGRID-126",13968325,"2014-04-14T13:04:54.414+0000","djohnson","im1202","2014-04-13T01:39:14.000+0000"
"USERGRID-126",13968432,"2014-04-14T15:27:50.270+0000","im1202","im1202","2014-04-13T01:39:14.000+0000"
"USERGRID-126",13971840,"2014-04-16T19:31:19.506+0000","digitaldan","im1202","2014-04-13T01:39:14.000+0000"
"USERGRID-126",13975061,"2014-04-20T05:26:06.841+0000","aweeraman","im1202","2014-04-13T01:39:14.000+0000"
"USERGRID-124",13972021,"2014-04-16T22:10:25.250+0000","lewismc","lewismc","2014-04-11T21:25:45.000+0000"
"USERGRID-124",13972852,"2014-04-17T11:38:57.599+0000","lewismc","lewismc","2014-04-11T21:25:45.000+0000"
"USERGRID-42",14104773,"2014-08-20T23:12:42.637+0000","githubbot","lewismc","2014-01-29T10:38:49.000+0000"
"USERGRID-42",14105033,"2014-08-21T04:44:29.823+0000","githubbot","lewismc","2014-01-29T10:38:49.000+0000"
"USERGRID-42",14105034,"2014-08-21T04:44:43.347+0000","githubbot","lewismc","2014-01-29T10:38:49.000+0000"
"USERGRID-42",14105039,"2014-08-21T04:54:34.898+0000","githubbot","lewismc","2014-01-29T10:38:49.000+0000"
"USERGRID-42",14105393,"2014-08-21T14:10:20.406+0000","githubbot","lewismc","2014-01-29T10:38:49.000+0000"
"USERGRID-42",14105817,"2014-08-21T19:19:52.160+0000","hudson","lewismc","2014-01-29T10:38:49.000+0000"
"USERGRID-118",13965401,"2014-04-10T14:41:23.065+0000","rockerston","rockerston","2014-04-09T21:40:53.000+0000"
"USERGRID-695",14567806,"2015-06-01T19:05:42.528+0000","greyes","safeldm","2015-06-01T14:31:16.000+0000"
"USERGRID-695",14567940,"2015-06-01T20:26:33.004+0000","greyes","safeldm","2015-06-01T14:31:16.000+0000"
"USERGRID-695",14567980,"2015-06-01T20:55:23.820+0000","greyes","safeldm","2015-06-01T14:31:16.000+0000"
"USERGRID-81",13901913,"2014-02-14T20:41:20.771+0000","malaka","malaka","2014-02-14T20:39:48.000+0000"
"USERGRID-81",13909816,"2014-02-23T17:39:45.111+0000","djohnson","malaka","2014-02-14T20:39:48.000+0000"
"USERGRID-81",13909824,"2014-02-23T18:15:16.402+0000","malaka","malaka","2014-02-14T20:39:48.000+0000"
"USERGRID-81",13909830,"2014-02-23T18:23:50.421+0000","djohnson","malaka","2014-02-14T20:39:48.000+0000"
"USERGRID-81",13917130,"2014-03-01T17:35:13.389+0000","spreiter301","malaka","2014-02-14T20:39:48.000+0000"
"USERGRID-81",13917138,"2014-03-01T17:56:45.086+0000","malaka","malaka","2014-02-14T20:39:48.000+0000"
"USERGRID-81",13917161,"2014-03-01T19:03:47.066+0000","malaka","malaka","2014-02-14T20:39:48.000+0000"
"USERGRID-81",13917163,"2014-03-01T19:08:52.123+0000","spreiter301","malaka","2014-02-14T20:39:48.000+0000"
"USERGRID-81",13918254,"2014-03-03T16:53:37.942+0000","malaka","malaka","2014-02-14T20:39:48.000+0000"
"USERGRID-81",13918342,"2014-03-03T18:13:48.697+0000","spreiter301","malaka","2014-02-14T20:39:48.000+0000"
"USERGRID-681",14626974,"2015-07-14T20:08:35.056+0000","githubbot","jeffreyawest","2015-05-26T18:01:39.000+0000"
"USERGRID-871",14636007,"2015-07-21T23:28:01.835+0000","githubbot","mdunker","2015-07-21T23:23:52.000+0000"
"USERGRID-871",14652449,"2015-08-03T20:31:17.397+0000","githubbot","mdunker","2015-07-21T23:23:52.000+0000"
"USERGRID-871",14725539,"2015-09-01T15:17:03.550+0000","githubbot","mdunker","2015-07-21T23:23:52.000+0000"
"USERGRID-871",14725579,"2015-09-01T15:39:30.605+0000","githubbot","mdunker","2015-07-21T23:23:52.000+0000"
"USERGRID-1182",15055388,"2015-12-14T04:14:46.058+0000","mrusso","mrusso","2015-12-14T04:10:51.000+0000"
"USERGRID-1182",15080463,"2016-01-03T16:03:55.894+0000","mrusso","mrusso","2015-12-14T04:10:51.000+0000"
"USERGRID-1182",15080514,"2016-01-03T19:36:37.821+0000","mrusso","mrusso","2015-12-14T04:10:51.000+0000"
"USERGRID-1182",15086804,"2016-01-07T04:59:25.659+0000","githubbot","mrusso","2015-12-14T04:10:51.000+0000"
"USERGRID-1182",15088238,"2016-01-07T22:19:13.894+0000","githubbot","mrusso","2015-12-14T04:10:51.000+0000"
"USERGRID-1182",15088240,"2016-01-07T22:20:04.478+0000","githubbot","mrusso","2015-12-14T04:10:51.000+0000"
"USERGRID-1182",15088516,"2016-01-08T01:09:03.656+0000","mrusso","mrusso","2015-12-14T04:10:51.000+0000"
"USERGRID-326",14280878,"2015-01-16T21:51:20.278+0000","rbridges","greyes","2015-01-09T23:09:34.000+0000"
"USERGRID-326",14338837,"2015-02-26T18:16:36.041+0000","djohnson","greyes","2015-01-09T23:09:34.000+0000"
"USERGRID-326",14338840,"2015-02-26T18:16:55.698+0000","djohnson","greyes","2015-01-09T23:09:34.000+0000"
"USERGRID-468",14624008,"2015-07-12T21:06:23.007+0000","jeffreyawest","jeffreyawest","2015-03-10T03:10:20.000+0000"
"USERGRID-497",14371937,"2015-03-20T19:37:51.759+0000","greyes","greyes","2015-03-19T20:09:09.000+0000"
"USERGRID-497",14488624,"2015-04-10T00:30:07.795+0000","githubbot","greyes","2015-03-19T20:09:09.000+0000"
"USERGRID-497",14488628,"2015-04-10T00:31:14.997+0000","senthilkumar.kj","greyes","2015-03-19T20:09:09.000+0000"
"USERGRID-497",14490441,"2015-04-10T22:02:59.578+0000","githubbot","greyes","2015-03-19T20:09:09.000+0000"
"USERGRID-246",14207510,"2014-11-12T01:49:04.748+0000","johndament","johndament","2014-11-12T01:38:50.000+0000"
"USERGRID-534",14624212,"2015-07-13T05:26:13.977+0000","jeffreyawest","jeffreyawest","2015-04-01T17:20:41.000+0000"
"USERGRID-252",14232311,"2014-12-02T23:45:09.532+0000","tnine","tnine","2014-11-24T23:05:37.000+0000"
"USERGRID-1237",15111839,"2016-01-22T03:08:05.390+0000","githubbot","lewismc","2016-01-22T02:38:01.000+0000"
"USERGRID-1237",15116327,"2016-01-26T00:05:55.494+0000","githubbot","lewismc","2016-01-22T02:38:01.000+0000"
"USERGRID-1237",15118284,"2016-01-26T23:37:00.344+0000","lewismc","lewismc","2016-01-22T02:38:01.000+0000"
"USERGRID-722",14572746,"2015-06-04T13:32:34.563+0000","djohnson","djohnson","2015-06-04T13:31:41.000+0000"
"USERGRID-722",14572747,"2015-06-04T13:32:48.621+0000","djohnson","djohnson","2015-06-04T13:31:41.000+0000"
"USERGRID-1009",14740965,"2015-09-11T15:19:08.601+0000","greyes","karlunho","2015-09-09T23:27:14.000+0000"
"USERGRID-1009",14741240,"2015-09-11T17:55:23.097+0000","karlunho","karlunho","2015-09-09T23:27:14.000+0000"
"USERGRID-1035",15117522,"2016-01-26T16:35:03.467+0000","greyes","greyes","2015-09-24T22:16:06.000+0000"
"USERGRID-939",15382896,"2016-07-18T19:25:03.261+0000","djohnson","djohnson","2015-08-25T16:33:38.000+0000"
"USERGRID-939",15382897,"2016-07-18T19:25:11.981+0000","djohnson","djohnson","2015-08-25T16:33:38.000+0000"
"USERGRID-938",14731291,"2015-09-04T19:27:05.534+0000","safeldm","jeffreyawest","2015-08-25T14:52:57.000+0000"
"USERGRID-938",14731292,"2015-09-04T19:27:41.016+0000","safeldm","jeffreyawest","2015-08-25T14:52:57.000+0000"
"USERGRID-938",16305705,"2017-12-28T19:59:48.491+0000","ankurm","jeffreyawest","2015-08-25T14:52:57.000+0000"
"USERGRID-737",14712072,"2015-08-25T22:16:03.305+0000","jeffreyawest","jeffreyawest","2015-06-08T16:59:32.000+0000"
"USERGRID-284",15399965,"2016-07-29T20:36:43.911+0000","mrusso","rockerston","2014-12-12T22:39:08.000+0000"
"USERGRID-509",14382206,"2015-03-26T16:52:41.848+0000","tnine","tnine","2015-03-24T20:13:37.000+0000"
"USERGRID-1222",15401385,"2016-07-31T22:42:56.540+0000","dteirney","jeffreyawest","2016-01-16T15:33:57.000+0000"
"USERGRID-535",14395018,"2015-04-03T20:12:18.856+0000","safeldm","jeffreyawest","2015-04-01T17:22:04.000+0000"
"USERGRID-253",14244820,"2014-12-12T21:39:28.532+0000","djohnson","rsimpson@apigee.com","2014-11-25T14:30:50.000+0000"
"USERGRID-247",14207508,"2014-11-12T01:48:49.948+0000","johndament","johndament","2014-11-12T01:41:01.000+0000"
"USERGRID-247",14249969,"2014-12-17T15:19:33.628+0000","johndament","johndament","2014-11-12T01:41:01.000+0000"
"USERGRID-521",15093117,"2016-01-12T01:48:26.925+0000","mrusso","jeffreyawest","2015-03-26T23:44:22.000+0000"
"USERGRID-521",15095102,"2016-01-12T22:28:42.092+0000","mrusso","jeffreyawest","2015-03-26T23:44:22.000+0000"
"USERGRID-482",14624135,"2015-07-13T02:44:37.436+0000","jeffreyawest","safeldm","2015-03-16T15:45:27.000+0000"
"USERGRID-1356",16755517,"2019-01-30T00:41:41.110+0000","keyurkarnik","keyurkarnik","2019-01-29T22:53:43.000+0000"
"USERGRID-1356",16755518,"2019-01-30T00:42:01.997+0000","keyurkarnik","keyurkarnik","2019-01-29T22:53:43.000+0000"
"USERGRID-441",14343262,"2015-03-02T15:25:46.367+0000","djohnson","djohnson","2015-03-02T14:57:14.000+0000"
"USERGRID-441",14344272,"2015-03-03T01:35:47.787+0000","djohnson","djohnson","2015-03-02T14:57:14.000+0000"
"USERGRID-441",14344273,"2015-03-03T01:36:02.427+0000","djohnson","djohnson","2015-03-02T14:57:14.000+0000"
"USERGRID-327",14338850,"2015-02-26T18:21:00.731+0000","djohnson","greyes","2015-01-09T23:12:12.000+0000"
"USERGRID-327",14338851,"2015-02-26T18:21:20.802+0000","djohnson","greyes","2015-01-09T23:12:12.000+0000"
"USERGRID-333",14338781,"2015-02-26T17:50:24.209+0000","djohnson","greyes","2015-01-09T23:31:24.000+0000"
"USERGRID-333",14338783,"2015-02-26T17:50:46.416+0000","djohnson","greyes","2015-01-09T23:31:24.000+0000"
"USERGRID-333",14343204,"2015-03-02T14:38:39.417+0000","djohnson","greyes","2015-01-09T23:31:24.000+0000"
"USERGRID-455",14349299,"2015-03-05T19:11:22.101+0000","tnine","jeffreyawest","2015-03-05T01:25:20.000+0000"
"USERGRID-455",14349303,"2015-03-05T19:14:36.155+0000","tnine","jeffreyawest","2015-03-05T01:25:20.000+0000"
"USERGRID-1183",15096709,"2016-01-13T18:12:39.594+0000","mrusso","mrusso","2015-12-14T04:16:38.000+0000"
"USERGRID-1183",15125405,"2016-01-31T16:31:33.647+0000","mrusso","mrusso","2015-12-14T04:16:38.000+0000"
"USERGRID-870",14634385,"2015-07-21T01:31:21.860+0000","mrusso","mrusso","2015-07-21T01:28:50.000+0000"
"USERGRID-870",14634387,"2015-07-21T01:33:21.529+0000","githubbot","mrusso","2015-07-21T01:28:50.000+0000"
"USERGRID-870",14635315,"2015-07-21T16:09:43.347+0000","githubbot","mrusso","2015-07-21T01:28:50.000+0000"
"USERGRID-1197",15184930,"2016-03-08T13:54:29.499+0000","djohnson","jeffreyawest","2016-01-06T23:02:31.000+0000"
"USERGRID-1197",15262799,"2016-04-28T19:29:47.991+0000","greyes","jeffreyawest","2016-01-06T23:02:31.000+0000"
"USERGRID-680",14563633,"2015-05-28T20:30:34.733+0000","djohnson","djohnson","2015-05-26T16:54:59.000+0000"
"USERGRID-680",14563689,"2015-05-28T21:04:51.140+0000","djohnson","djohnson","2015-05-26T16:54:59.000+0000"
"USERGRID-858",14628422,"2015-07-15T17:40:17.535+0000","jeffreyawest","brandonshelley","2015-07-15T17:34:42.000+0000"
"USERGRID-858",14628425,"2015-07-15T17:41:34.834+0000","brandonshelley","brandonshelley","2015-07-15T17:34:42.000+0000"
"USERGRID-858",15093110,"2016-01-12T01:44:15.924+0000","mrusso","brandonshelley","2015-07-15T17:34:42.000+0000"
"USERGRID-80",13996808,"2014-05-13T19:32:56.294+0000","malaka","rockerston","2014-02-08T21:19:01.000+0000"
"USERGRID-80",14000852,"2014-05-17T19:16:18.357+0000","malaka","rockerston","2014-02-08T21:19:01.000+0000"
"USERGRID-94",13987846,"2014-05-02T16:05:41.539+0000","malaka","rockerston","2014-03-13T11:10:06.000+0000"
"USERGRID-94",13992071,"2014-05-07T18:25:35.171+0000","malaka","rockerston","2014-03-13T11:10:06.000+0000"
"USERGRID-94",13993041,"2014-05-08T19:44:26.042+0000","malaka","rockerston","2014-03-13T11:10:06.000+0000"
"USERGRID-94",13993659,"2014-05-09T16:09:42.253+0000","rockerston","rockerston","2014-03-13T11:10:06.000+0000"
"USERGRID-94",13993890,"2014-05-09T20:33:11.217+0000","malaka","rockerston","2014-03-13T11:10:06.000+0000"
"USERGRID-94",13993892,"2014-05-09T20:34:10.495+0000","malaka","rockerston","2014-03-13T11:10:06.000+0000"
"USERGRID-94",14000144,"2014-05-16T18:58:00.604+0000","malaka","rockerston","2014-03-13T11:10:06.000+0000"
"USERGRID-119",15137400,"2016-02-08T18:20:20.708+0000","djohnson","djohnson","2014-04-10T16:32:46.000+0000"
"USERGRID-125",13968393,"2014-04-14T14:38:20.584+0000","lewismc","lewismc","2014-04-11T21:30:55.000+0000"
"USERGRID-643",14541096,"2015-05-13T00:25:31.506+0000","tnine","safeldm","2015-05-07T22:10:47.000+0000"
"USERGRID-643",14548140,"2015-05-18T15:10:08.369+0000","tnine","safeldm","2015-05-07T22:10:47.000+0000"
"USERGRID-57",13994275,"2014-05-10T18:50:10.875+0000","malaka","djohnson","2014-02-03T15:58:09.000+0000"
"USERGRID-57",13994280,"2014-05-10T18:55:19.017+0000","malaka","djohnson","2014-02-03T15:58:09.000+0000"
"USERGRID-618",14577176,"2015-06-08T13:22:09.400+0000","djohnson","djohnson","2015-05-05T20:01:33.000+0000"
"USERGRID-618",14581020,"2015-06-10T20:21:14.521+0000","djohnson","djohnson","2015-05-05T20:01:33.000+0000"
"USERGRID-18",13994285,"2014-05-10T19:08:36.315+0000","malaka","rockerston","2014-01-28T00:41:57.000+0000"
"USERGRID-18",13994311,"2014-05-10T21:25:03.282+0000","aweeraman","rockerston","2014-01-28T00:41:57.000+0000"
"USERGRID-18",13994312,"2014-05-10T21:28:34.743+0000","aweeraman","rockerston","2014-01-28T00:41:57.000+0000"
"USERGRID-18",13995953,"2014-05-13T02:18:35.615+0000","aweeraman","rockerston","2014-01-28T00:41:57.000+0000"
"USERGRID-156",14014632,"2014-05-31T12:30:31.752+0000","yigits","yigits","2014-05-27T12:09:17.000+0000"
"USERGRID-142",13993889,"2014-05-09T20:31:24.745+0000","malaka","malaka","2014-05-08T19:13:38.000+0000"
"USERGRID-24",14005015,"2014-05-21T18:15:07.540+0000","malaka","rockerston","2014-01-28T00:48:03.000+0000"
"USERGRID-24",14903436,"2015-09-22T21:09:29.844+0000","jeffreyawest","rockerston","2014-01-28T00:48:03.000+0000"
"USERGRID-24",14903438,"2015-09-22T21:10:25.852+0000","jeffreyawest","rockerston","2014-01-28T00:48:03.000+0000"
"USERGRID-624",14531618,"2015-05-06T22:55:39.257+0000","safeldm","jeffreyawest","2015-05-06T00:43:14.000+0000"
"USERGRID-624",14532995,"2015-05-07T16:54:19.287+0000","safeldm","jeffreyawest","2015-05-06T00:43:14.000+0000"
"USERGRID-195",14071499,"2014-07-23T08:31:42.936+0000","githubbot","skardan","2014-07-18T09:02:27.000+0000"
"USERGRID-195",14074577,"2014-07-25T16:59:21.997+0000","githubbot","skardan","2014-07-18T09:02:27.000+0000"
"USERGRID-181",14043883,"2014-06-25T18:32:59.774+0000","amuramoto","amuramoto","2014-06-25T18:30:33.000+0000"
"USERGRID-9",13885414,"2014-01-29T15:12:06.382+0000","djohnson","rockerston","2013-12-27T23:23:34.000+0000"
"USERGRID-9",13994587,"2014-05-11T15:41:19.423+0000","malaka","rockerston","2013-12-27T23:23:34.000+0000"
"USERGRID-9",13995440,"2014-05-12T18:41:33.439+0000","rockerston","rockerston","2013-12-27T23:23:34.000+0000"
"USERGRID-1319",15569307,"2016-10-12T17:20:21.621+0000","mrusso","jaskaran","2016-10-03T07:01:02.000+0000"
"USERGRID-1319",15571307,"2016-10-13T08:47:39.602+0000","jaskaran","jaskaran","2016-10-03T07:01:02.000+0000"
"USERGRID-1319",15605627,"2016-10-25T15:36:06.088+0000","mrusso","jaskaran","2016-10-03T07:01:02.000+0000"
"USERGRID-1319",15608121,"2016-10-26T10:50:08.899+0000","jaskaran","jaskaran","2016-10-03T07:01:02.000+0000"
"USERGRID-397",14967378,"2015-10-21T16:12:58.753+0000","jeffreyawest","greyes","2015-02-18T21:02:07.000+0000"
"USERGRID-208",14095229,"2014-08-13T07:05:28.291+0000","githubbot","lewismc","2014-08-13T06:51:12.000+0000"
"USERGRID-208",14095586,"2014-08-13T15:31:04.105+0000","githubbot","lewismc","2014-08-13T06:51:12.000+0000"
"USERGRID-208",14095589,"2014-08-13T15:33:00.159+0000","githubbot","lewismc","2014-08-13T06:51:12.000+0000"
"USERGRID-208",14098594,"2014-08-15T14:49:33.602+0000","githubbot","lewismc","2014-08-13T06:51:12.000+0000"
"USERGRID-208",14103393,"2014-08-20T05:19:22.531+0000","lewismc","lewismc","2014-08-13T06:51:12.000+0000"
"USERGRID-208",14104068,"2014-08-20T15:59:16.488+0000","githubbot","lewismc","2014-08-13T06:51:12.000+0000"
"USERGRID-208",14104072,"2014-08-20T16:02:29.571+0000","lewismc","lewismc","2014-08-13T06:51:12.000+0000"
"USERGRID-1279",15399970,"2016-07-29T20:39:27.162+0000","mrusso","jeffreyawest","2016-04-15T17:38:30.000+0000"
"USERGRID-546",14645095,"2015-07-28T21:40:32.444+0000","mrusso","jeffreyawest","2015-04-06T13:21:42.000+0000"
"USERGRID-234",14725829,"2015-09-01T18:15:15.721+0000","jeffreyawest","djohnson","2014-10-02T20:23:12.000+0000"
"USERGRID-585",14617987,"2015-07-08T05:09:39.006+0000","mrusso","jeffreyawest","2015-04-21T21:57:15.000+0000"
"USERGRID-1047",15092659,"2016-01-11T20:52:46.155+0000","jeffreyawest","jeffreyawest","2015-10-07T18:12:30.000+0000"
"USERGRID-1047",15098941,"2016-01-14T21:47:35.862+0000","githubbot","jeffreyawest","2015-10-07T18:12:30.000+0000"
"USERGRID-1047",15098942,"2016-01-14T21:48:01.709+0000","greyes","jeffreyawest","2015-10-07T18:12:30.000+0000"
"USERGRID-778",14612028,"2015-07-02T14:47:02.946+0000","djohnson","jeffreyawest","2015-07-01T20:42:02.000+0000"
"USERGRID-778",14615463,"2015-07-06T18:49:25.261+0000","djohnson","jeffreyawest","2015-07-01T20:42:02.000+0000"
"USERGRID-778",15092662,"2016-01-11T20:56:23.903+0000","jeffreyawest","jeffreyawest","2015-07-01T20:42:02.000+0000"
